switch_step,tls_id,phase_index,state,observed_duration_sec,epoch
2208,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,17.0,0
2214,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2227,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2233,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2238,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2244,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2257,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2263,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2276,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2282,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2287,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2293,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2306,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2312,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2325,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2331,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2336,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2342,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2356,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,14.0,0
2362,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2375,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2381,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2389,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,8.0,0
2395,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2408,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2414,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2427,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2433,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2438,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2444,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2457,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2463,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2476,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2482,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2487,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2493,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2506,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2512,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2525,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2531,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2536,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2542,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2559,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,17.0,0
2565,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2578,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2584,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2589,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2595,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2608,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2614,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2627,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2633,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2638,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2644,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2657,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2663,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2676,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2682,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2687,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2693,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2706,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2712,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2725,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2731,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2736,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2742,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2758,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,16.0,0
2764,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2777,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2783,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2788,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2794,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2807,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2813,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2826,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2832,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2840,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,8.0,0
2846,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2859,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2865,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2878,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2884,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2889,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2895,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2908,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2914,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2927,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2933,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2938,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2944,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
2957,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
2963,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
2976,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
2982,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
2987,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
2993,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3006,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3012,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3025,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3031,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3036,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3042,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3055,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3061,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3075,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,14.0,0
3081,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3086,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3092,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3105,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3111,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3124,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3130,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3135,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3141,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3154,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3160,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3173,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3179,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3187,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,8.0,0
3193,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3206,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3212,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3225,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3231,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3236,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3242,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3255,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3261,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3274,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3280,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3285,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3291,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3304,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3310,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3323,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3329,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3334,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3340,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3355,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,15.0,0
3361,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3374,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3380,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3385,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3391,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3404,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3410,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3423,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3429,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3434,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3440,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3453,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3459,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3472,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3478,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3483,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3489,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3502,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3508,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3521,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3527,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3532,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3538,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
3551,cluster_1781062862_1781062863_1853581175_1853581176_#2more,4,rrrrrrrrGGgGrr,13.0,0
3557,cluster_1781062862_1781062863_1853581175_1853581176_#2more,5,rrrrrrrryyyyrr,6.0,0
3570,cluster_1781062862_1781062863_1853581175_1853581176_#2more,0,GGGGGrrrrrrrrr,13.0,0
3576,cluster_1781062862_1781062863_1853581175_1853581176_#2more,1,yyyyyrrrrrrrrr,6.0,0
3581,cluster_1781062862_1781062863_1853581175_1853581176_#2more,2,rrrrrGggrrrGGg,5.0,0
3587,cluster_1781062862_1781062863_1853581175_1853581176_#2more,3,rrrrryyyrrrGyy,6.0,0
